image,line_num,line_pos,text,auto_label,corrected_label
HEB deals 1.jpg,13,0.464,DC SHEA MOISTRE $2.00 orig 2.50 Ea.,item,noise
HEB deals 1.jpg,14,0.5,HEB ALOHA SWT HAMBURGER B -0.00,item,item
HEB deals 1.jpg,15,0.536,DC ALOHA BUNS $3.48 orig 3.48 Ea.,item,noise
HEB deals 1.jpg,16,0.571,DIGITAL COUPON SHOPPER,item,noise
HEB deals 1.jpg,17,0.607,DC 3 OFF 30 3.00,discount,noise
HEB deals 1.jpg,18,0.643,*********** Sale Subtotal*** 23.92,metadata,noise
HEB deals 1.jpg,19,0.679,Sales Tax 0.40,metadata,noise
HEB deals 1.jpg,20,0.714,************** Total Sale*** 24.32,metadata,noise
HEB deals 1.jpg,21,0.75,*** DEBIT 24.32,metadata,noise
HEB deals 1.jpg,22,0.786,ITEMS PURCHASED: 20,item,noise
HEB deals 1.jpg,23,0.821,OUR BRAND SAVINGS .. $0.74,item,noise
HEB deals 1.jpg,24,0.857,DIGITAL COUPONS .. $28.48,item,noise
HEB deals 1.jpg,25,0.893,YOU SAVED,item,noise
HEB deals 1.jpg,26,0.929,$29.22,noise,noise
HEB deals 1.jpg,27,0.964,GET UPDATES ON OFFERS & EVENTS!,item,noise
HEB deals 1.jpg,28,1.0,TEXT 3009 TO 23370 TO J0IN,item,noise
day-85-receipt.jpg,0,0.0,SAFEWAY,item,header
day-85-receipt.jpg,1,0.029,TM,noise,noise
day-85-receipt.jpg,2,0.059,MGR DARREN JOHST 408-267-1200,item,item
day-85-receipt.jpg,3,0.088,STORE,item,item
day-85-receipt.jpg,4,0.118,YOU FOR SHOPPING WITH US!,item,item
day-85-receipt.jpg,5,0.147,THANK,item,item
day-85-receipt.jpg,6,0.176,REFRIG/FROZEN,item,header
day-85-receipt.jpg,7,0.206,PARMESAN CHS 1.99 F,item,item
day-85-receipt.jpg,8,0.235,CardSav 1.50,item,noise
day-85-receipt.jpg,9,0.265,RegPrice 3.49,item,noise
day-85-receipt.jpg,10,0.294,MONT JACK 1.99 F,item,item
day-85-receipt.jpg,11,0.324,RegPrice 3.49 CardSav 1.50,item,noise
day-85-receipt.jpg,12,0.353,SHRD CHEDDAR 1.99 F,item,item
day-85-receipt.jpg,13,0.382,ResPrice 3.49 CardSav 1.50,item,item
day-85-receipt.jpg,14,0.412,KRAFT SHREDDED CH 1.99F,item,item
day-85-receipt.jpg,15,0.441,RegPrice 3.49 CardSav 1.50,item,noise
day-85-receipt.jpg,16,0.471,KRAFT 4 CHEESE 1.99 F,item,item
day-85-receipt.jpg,17,0.5,RegPrice 3.49 CardSav 1.50,item,noise
day-85-receipt.jpg,18,0.529,Mfr. eCoupon 1.00-,discount,noise
day-85-receipt.jpg,19,0.559,PRODUCE,item,header
day-85-receipt.jpg,20,0.588,0.20 1b @ $0.59/1b,item,weight
day-85-receipt.jpg,21,0.618,WT RED ROMA TOMATOES .12 F,item,item
day-85-receipt.jpg,22,0.647,RegPrice .40 CardSav .28,item,noise
day-85-receipt.jpg,23,0.676,MISCELLANEOUS,item,header
day-85-receipt.jpg,24,0.706,MC 1.00-F,item,noise
day-85-receipt.jpg,25,0.735,SCANNED COUPON,item,noise
day-85-receipt.jpg,26,0.765,MC 1.00-F,item,noise
day-85-receipt.jpg,27,0.794,SCANNED COUPON,item,noise
day-85-receipt.jpg,28,0.824,MC 1.00-F,item,noise
day-85-receipt.jpg,29,0.853,SCANNED COUPON,item,noise
day-85-receipt.jpg,30,0.882,MC 1.00-F,item,noise
day-85-receipt.jpg,31,0.912,SCANNED COUPON,item,noise
day-85-receipt.jpg,32,0.941,MC SCANNED COUPON 5.00-,discount,noise
day-85-receipt.jpg,33,0.971,**** TAX .00 BAL .07,metadata,noise
day-85-receipt.jpg,34,1.0,CASH .10,metadata,noise
056e6b52d4e3efe2045ffb14a04709a0.jpg,0,0.0,UWAJIMAYA,header,header
056e6b52d4e3efe2045ffb14a04709a0.jpg,1,0.024,UWAJIMAYA BELLEVUE,header,header
056e6b52d4e3efe2045ffb14a04709a0.jpg,2,0.049,699 120th AVE NE,header,header
056e6b52d4e3efe2045ffb14a04709a0.jpg,3,0.073,BELLEVUE WA 98005,header,header
056e6b52d4e3efe2045ffb14a04709a0.jpg,4,0.098,Phone: (425)747-9012,header,header
056e6b52d4e3efe2045ffb14a04709a0.jpg,5,0.122,WWW.UWAJIMAYA.COM,header,header
056e6b52d4e3efe2045ffb14a04709a0.jpg,6,0.146,OPEN DAILY: 9:00 AM - 9:00 PM,noise,noise
056e6b52d4e3efe2045ffb14a04709a0.jpg,7,0.171,NOW HIRING,noise,noise
056e6b52d4e3efe2045ffb14a04709a0.jpg,8,0.195,WWW.UWAJIMAYA.COM/CAREERS,noise,noise
056e6b52d4e3efe2045ffb14a04709a0.jpg,9,0.22,GROCERY,header,header
056e6b52d4e3efe2045ffb14a04709a0.jpg,10,0.244,WANG WIDE STARCH NDL 3.99 F,item,item
056e6b52d4e3efe2045ffb14a04709a0.jpg,11,0.268,8770335995,noise,noise
056e6b52d4e3efe2045ffb14a04709a0.jpg,12,0.293,SUBTOTAL 1 3.99,metadata,noise
056e6b52d4e3efe2045ffb14a04709a0.jpg,13,0.317,TOTAL 3.99,metadata,noise
056e6b52d4e3efe2045ffb14a04709a0.jpg,14,0.341,DUE 3.99,metadata,noise
056e6b52d4e3efe2045ffb14a04709a0.jpg,15,0.366,*VISA* 3.99,metadata,noise
056e6b52d4e3efe2045ffb14a04709a0.jpg,16,0.39,EPS Response Desc APPROVED,noise,noise
056e6b52d4e3efe2045ffb14a04709a0.jpg,17,0.415,02/05/2026 18:35:31,date,date
056e6b52d4e3efe2045ffb14a04709a0.jpg,18,0.439,VISA CREDIT Entry Method:Cntctless,noise,noise
056e6b52d4e3efe2045ffb14a04709a0.jpg,19,0.463,CARD #: XXXXXXXXXXXX4527,noise,noise
056e6b52d4e3efe2045ffb14a04709a0.jpg,20,0.488,PURCHASE - APPROVED,noise,noise
056e6b52d4e3efe2045ffb14a04709a0.jpg,21,0.512,AUTH CODE:05983D,noise,noise
056e6b52d4e3efe2045ffb14a04709a0.jpg,22,0.537,Mode: Issuer,noise,noise
056e6b52d4e3efe2045ffb14a04709a0.jpg,23,0.561,AID: A0000000031010,noise,noise
056e6b52d4e3efe2045ffb14a04709a0.jpg,24,0.585,TVR: 0000000000,noise,noise
056e6b52d4e3efe2045ffb14a04709a0.jpg,25,0.61,IAD: 1F420132A000000001003027300000,noise,noise
056e6b52d4e3efe2045ffb14a04709a0.jpg,26,0.634,0004000000000000000000000000000000,noise,noise
056e6b52d4e3efe2045ffb14a04709a0.jpg,27,0.659,TSI: 0000 ARC: 00,noise,noise
056e6b52d4e3efe2045ffb14a04709a0.jpg,28,0.683,TC: 0925AA2AA58E9357,noise,noise
056e6b52d4e3efe2045ffb14a04709a0.jpg,29,0.707,MID: 000000 TID: 001 RRN: 628580,noise,noise
056e6b52d4e3efe2045ffb14a04709a0.jpg,30,0.732,Total: USD$ 3.99,noise,noise
056e6b52d4e3efe2045ffb14a04709a0.jpg,31,0.756,CHANGE DUE .00,noise,noise
056e6b52d4e3efe2045ffb14a04709a0.jpg,32,0.78,CREDIT/EXCHANGE WITHIN 7 DAYS OF,noise,noise
056e6b52d4e3efe2045ffb14a04709a0.jpg,33,0.805,THANK YOU,noise,noise
056e6b52d4e3efe2045ffb14a04709a0.jpg,34,0.829,FOR SHOPPING!,noise,noise
056e6b52d4e3efe2045ffb14a04709a0.jpg,35,0.854,RESTROOM CODE: 1234,noise,noise
056e6b52d4e3efe2045ffb14a04709a0.jpg,36,0.878,02/05/2026 62 201 6:35 PM,date,date
056e6b52d4e3efe2045ffb14a04709a0.jpg,37,0.902,62-301719,noise,noise
86f0058f6b371ad1c8afb631446ecf98.jpg,0,0.0,Bellevue 4th St and 116th Ave - 425-362-1530,header,header
86f0058f6b371ad1c8afb631446ecf98.jpg,1,0.04,272 116th Ave NE,header,header
86f0058f6b371ad1c8afb631446ecf98.jpg,2,0.08,"Bellevue, Washington 98004-5213",header,header
86f0058f6b371ad1c8afb631446ecf98.jpg,3,0.12,02/07/2026 09:45 PM,date,date
86f0058f6b371ad1c8afb631446ecf98.jpg,4,0.16,GROCERY,header,header
86f0058f6b371ad1c8afb631446ecf98.jpg,5,0.2,071081094 QUAKER NF $3.99,item,item
86f0058f6b371ad1c8afb631446ecf98.jpg,6,0.24,213010226 TOPO CHICO T $17.99,item,item
86f0058f6b371ad1c8afb631446ecf98.jpg,7,0.28,Regular Price $18.99,noise,noise
86f0058f6b371ad1c8afb631446ecf98.jpg,8,0.32,SUBTOTAL $21.98,metadata,noise
86f0058f6b371ad1c8afb631446ecf98.jpg,9,0.36,T = WA TAX 10.30000 on $17.99 $1.85,metadata,noise
86f0058f6b371ad1c8afb631446ecf98.jpg,10,0.4,TOTAL $23.83,metadata,noise
86f0058f6b371ad1c8afb631446ecf98.jpg,11,0.44,*3227 MASTERCARD CHARGE $23.83,noise,noise
86f0058f6b371ad1c8afb631446ecf98.jpg,12,0.48,AID: A0000000041010,noise,noise
86f0058f6b371ad1c8afb631446ecf98.jpg,13,0.52,MASTERCARD,noise,noise
86f0058f6b371ad1c8afb631446ecf98.jpg,14,0.56,AUTH CODE: 05746Z,noise,noise
86f0058f6b371ad1c8afb631446ecf98.jpg,15,0.6,WHEN YOU RETURN ANY ITEM YOUR,noise,noise
86f0058f6b371ad1c8afb631446ecf98.jpg,16,0.64,RETURN CREDIT WILL NOT INCLUDE ANY,noise,noise
86f0058f6b371ad1c8afb631446ecf98.jpg,17,0.68,PROMOTIONAL DISCOUNT OR COUPON,noise,noise
86f0058f6b371ad1c8afb631446ecf98.jpg,18,0.72,APPLIED TO THE ORIGINAL ORDER.,noise,noise
86f0058f6b371ad1c8afb631446ecf98.jpg,19,0.76,YOUR TOTAL SAVINGS THIS TRIP:,noise,noise
86f0058f6b371ad1c8afb631446ecf98.jpg,20,0.8,$1.00,noise,noise
86f0058f6b371ad1c8afb631446ecf98.jpg,21,0.84,REC#2-6038-3275-0162-7327-7,noise,noise
86f0058f6b371ad1c8afb631446ecf98.jpg,22,0.88,Help make your Target Run better.,noise,noise
86f0058f6b371ad1c8afb631446ecf98.jpg,23,0.92,informtarget.com,noise,noise
86f0058f6b371ad1c8afb631446ecf98.jpg,24,0.96,User ID: 7396 1672 5983,noise,noise
86f0058f6b371ad1c8afb631446ecf98.jpg,25,1.0,Password: 726 723,noise,noise
90f859166d4b6d92a96dfc31129ebaa3.jpg,0,0.0,Bellevue 4th St and 116th Ave - 425-362-1530,header,header
90f859166d4b6d92a96dfc31129ebaa3.jpg,1,0.038,272 116th Ave NE,header,header
90f859166d4b6d92a96dfc31129ebaa3.jpg,2,0.077,"Bellevue, Washington 98004-5213",header,header
90f859166d4b6d92a96dfc31129ebaa3.jpg,3,0.115,02/07/2026 09:47 PM,date,date
90f859166d4b6d92a96dfc31129ebaa3.jpg,4,0.154,GROCERY,header,header
90f859166d4b6d92a96dfc31129ebaa3.jpg,5,0.192,226100060 FOSTER FARM NF $1.76,item,item
90f859166d4b6d92a96dfc31129ebaa3.jpg,6,0.231,Regular Price $2.79,noise,noise
90f859166d4b6d92a96dfc31129ebaa3.jpg,7,0.269,284111310 GG CHEESE NF $1.99,item,item
90f859166d4b6d92a96dfc31129ebaa3.jpg,8,0.308,HEALTH AND BEAUTY,header,header
90f859166d4b6d92a96dfc31129ebaa3.jpg,9,0.346,063007513 Raw Sugar T $4.49,item,item
90f859166d4b6d92a96dfc31129ebaa3.jpg,10,0.385,Regular Price $8.99,noise,noise
90f859166d4b6d92a96dfc31129ebaa3.jpg,11,0.423,SUBTOTAL $8.24,metadata,noise
90f859166d4b6d92a96dfc31129ebaa3.jpg,12,0.462,T = WA TAX 10.30000 on $4.44 $0.46,metadata,noise
90f859166d4b6d92a96dfc31129ebaa3.jpg,13,0.5,TOTAL $8.70,metadata,noise
90f859166d4b6d92a96dfc31129ebaa3.jpg,14,0.538,Reusable Bag Discount $0.05,noise,noise
90f859166d4b6d92a96dfc31129ebaa3.jpg,15,0.577,*4527 VISA CHARGE $8.65,noise,noise
90f859166d4b6d92a96dfc31129ebaa3.jpg,16,0.615,AID: A0000000031010,noise,noise
90f859166d4b6d92a96dfc31129ebaa3.jpg,17,0.654,VISA CREDIT,noise,noise
90f859166d4b6d92a96dfc31129ebaa3.jpg,18,0.692,AUTH CODE: 02299D,noise,noise
90f859166d4b6d92a96dfc31129ebaa3.jpg,19,0.731,WHEN YOU RETURN ANY ITEM YOUR,noise,noise
90f859166d4b6d92a96dfc31129ebaa3.jpg,20,0.769,YOUR TOTAL SAVINGS THIS TRIP:,noise,noise
90f859166d4b6d92a96dfc31129ebaa3.jpg,21,0.808,$1.03,noise,noise
90f859166d4b6d92a96dfc31129ebaa3.jpg,22,0.846,REC#2-6038-3275-0162-7328-5,noise,noise
90f859166d4b6d92a96dfc31129ebaa3.jpg,23,0.885,Help make your Target Run better.,noise,noise
90f859166d4b6d92a96dfc31129ebaa3.jpg,24,0.923,informtarget.com,noise,noise
90f859166d4b6d92a96dfc31129ebaa3.jpg,25,1.0,Please take this survey within 7 days,noise,noise
428a18e3dbb2148fea6261de6cd21f58.jpg,0,0.0,T&T Supermarket US,header,header
428a18e3dbb2148fea6261de6cd21f58.jpg,1,0.032,Bellevue Store,header,header
428a18e3dbb2148fea6261de6cd21f58.jpg,2,0.065,12620 SE 41ST PL BELLEVUE WA 98006,header,header
428a18e3dbb2148fea6261de6cd21f58.jpg,3,0.097,Ph: (425) 818-3260,header,header
428a18e3dbb2148fea6261de6cd21f58.jpg,4,0.129,02/11/26 7:45:43 PM Icey,date,date
428a18e3dbb2148fea6261de6cd21f58.jpg,5,0.161,GROCERY,header,header
428a18e3dbb2148fea6261de6cd21f58.jpg,6,0.194,T&T SHOPPING BAG(REUSABLE BAG) P $0.35 T,noise,noise
428a18e3dbb2148fea6261de6cd21f58.jpg,7,0.226,SURASANG SESAME OIL FP $5.39,item,item
428a18e3dbb2148fea6261de6cd21f58.jpg,8,0.258,T&T SWEET POTATO VERMICELLI FP $2.19,item,item
428a18e3dbb2148fea6261de6cd21f58.jpg,9,0.29,KSF ICE BLK TEA DRK FP $1.29 T,item,item
428a18e3dbb2148fea6261de6cd21f58.jpg,10,0.323,LSK DRIED BEAN CURD STICK FP $5.49,item,item
428a18e3dbb2148fea6261de6cd21f58.jpg,11,0.355,PRODUCE,header,header
428a18e3dbb2148fea6261de6cd21f58.jpg,12,0.387,YUKON POTATO,item,item
428a18e3dbb2148fea6261de6cd21f58.jpg,13,0.419,0.72 lb @ $0.99/lb FP $0.71,weight,weight
428a18e3dbb2148fea6261de6cd21f58.jpg,14,0.452,DELI,header,header
428a18e3dbb2148fea6261de6cd21f58.jpg,15,0.484,C.J. PORK&VEG BIG DUMPLINGS FP $12.99,item,item
428a18e3dbb2148fea6261de6cd21f58.jpg,16,0.516,SUB TOTAL $28.41,metadata,noise
428a18e3dbb2148fea6261de6cd21f58.jpg,17,0.548,State Sales Tax $0.11,metadata,noise
428a18e3dbb2148fea6261de6cd21f58.jpg,18,0.581,Local Sales Tax $0.06,metadata,noise
428a18e3dbb2148fea6261de6cd21f58.jpg,19,0.613,TOTAL $28.58,metadata,noise
428a18e3dbb2148fea6261de6cd21f58.jpg,20,0.645,Visa $28.58,noise,noise
428a18e3dbb2148fea6261de6cd21f58.jpg,21,0.677,Reference# 604222841807,noise,noise
428a18e3dbb2148fea6261de6cd21f58.jpg,22,0.71,Item count: 7,noise,noise
428a18e3dbb2148fea6261de6cd21f58.jpg,23,0.742,02/11/26 7:45:43 PM Icey,date,date
428a18e3dbb2148fea6261de6cd21f58.jpg,24,0.774,Trans:311717 Terminal:050108013-001003,noise,noise
428a18e3dbb2148fea6261de6cd21f58.jpg,25,0.806,Transaction Receipt,noise,noise
428a18e3dbb2148fea6261de6cd21f58.jpg,26,0.839,T&T Supermarket US,noise,noise
1166ff2a2ee352395d6e41681638d24c.jpg,0,0.0,Bellevue 4th St and 116th Ave - 425-362-1530,header,header
1166ff2a2ee352395d6e41681638d24c.jpg,1,0.04,272 116th Ave NE,header,header
1166ff2a2ee352395d6e41681638d24c.jpg,2,0.08,"Bellevue, Washington 98004-5213",header,header
1166ff2a2ee352395d6e41681638d24c.jpg,3,0.12,02/22/2026 09:22 PM,date,date
1166ff2a2ee352395d6e41681638d24c.jpg,4,0.16,GROCERY,header,header
1166ff2a2ee352395d6e41681638d24c.jpg,5,0.2,284030225 GG EGGS NF $1.99,item,item
1166ff2a2ee352395d6e41681638d24c.jpg,6,0.24,284111344 GG CHEESE NF $1.69,item,item
1166ff2a2ee352395d6e41681638d24c.jpg,7,0.28,KITCHEN,header,header
1166ff2a2ee352395d6e41681638d24c.jpg,8,0.32,070000543 FIgmint T $7.00,item,item
1166ff2a2ee352395d6e41681638d24c.jpg,9,0.36,Regular Price $14.00,noise,noise
1166ff2a2ee352395d6e41681638d24c.jpg,10,0.4,SUBTOTAL $10.68,metadata,noise
1166ff2a2ee352395d6e41681638d24c.jpg,11,0.44,T = WA TAX 10.30000 on $6.95 $0.72,metadata,noise
1166ff2a2ee352395d6e41681638d24c.jpg,12,0.48,TOTAL $11.40,metadata,noise
1166ff2a2ee352395d6e41681638d24c.jpg,13,0.52,Reusable Bag Discount $0.05,noise,noise
1166ff2a2ee352395d6e41681638d24c.jpg,14,0.56,*4527 VISA CHARGE $11.35,noise,noise
1166ff2a2ee352395d6e41681638d24c.jpg,15,0.6,AID: A0000000031010,noise,noise
1166ff2a2ee352395d6e41681638d24c.jpg,16,0.64,VISA CREDIT,noise,noise
1166ff2a2ee352395d6e41681638d24c.jpg,17,0.68,AUTH CODE: 06779D,noise,noise
1166ff2a2ee352395d6e41681638d24c.jpg,18,0.72,WHEN YOU RETURN ANY ITEM YOUR,noise,noise
1166ff2a2ee352395d6e41681638d24c.jpg,19,0.76,REC#2-6053-3275-0163-3551-3,noise,noise
1166ff2a2ee352395d6e41681638d24c.jpg,20,0.8,Help make your Target Run better.,noise,noise
1166ff2a2ee352395d6e41681638d24c.jpg,21,0.84,informtarget.com,noise,noise
1166ff2a2ee352395d6e41681638d24c.jpg,22,0.88,User ID: 7394 6672 5983,noise,noise
1166ff2a2ee352395d6e41681638d24c.jpg,23,0.92,Password: 664 487,noise,noise
a340c71b8fea7502928027fd2aaf1e57.jpg,0,0.0,H MART,header,header
a340c71b8fea7502928027fd2aaf1e57.jpg,1,0.031,"7589 170th Ave NE, Redmond, WA, 98052",header,header
a340c71b8fea7502928027fd2aaf1e57.jpg,2,0.063,206-900-6846,header,header
a340c71b8fea7502928027fd2aaf1e57.jpg,3,0.094,"Mar 06, 2026 18:47:21",date,date
a340c71b8fea7502928027fd2aaf1e57.jpg,4,0.125,Maheswari(02),noise,noise
a340c71b8fea7502928027fd2aaf1e57.jpg,5,0.156,Qty Description U/Price Amount,noise,noise
a340c71b8fea7502928027fd2aaf1e57.jpg,6,0.188,1 DH)BEANCURD STICK 5.49 5.49,item,item
a340c71b8fea7502928027fd2aaf1e57.jpg,7,0.219,300G,noise,noise
a340c71b8fea7502928027fd2aaf1e57.jpg,8,0.25,Total 1 Items,noise,noise
a340c71b8fea7502928027fd2aaf1e57.jpg,9,0.281,Sub Total: 5.49,metadata,noise
a340c71b8fea7502928027fd2aaf1e57.jpg,10,0.313,TAX1: 0.00,metadata,noise
a340c71b8fea7502928027fd2aaf1e57.jpg,11,0.344,Total Due: 5.49,metadata,noise
a340c71b8fea7502928027fd2aaf1e57.jpg,12,0.375,Visa: 5.49,noise,noise
a340c71b8fea7502928027fd2aaf1e57.jpg,13,0.406,Change Due: 0.00,noise,noise
a340c71b8fea7502928027fd2aaf1e57.jpg,14,0.438,CREDIT CARD,noise,noise
a340c71b8fea7502928027fd2aaf1e57.jpg,15,0.469,SALE,noise,noise
a340c71b8fea7502928027fd2aaf1e57.jpg,16,0.5,.VISA ************4627,noise,noise
a340c71b8fea7502928027fd2aaf1e57.jpg,17,0.531,.ENTRY LEGEND/MODE: CHIP READ/CONTACTLESS,noise,noise
a340c71b8fea7502928027fd2aaf1e57.jpg,18,0.563,.DATE: 03/06/2026 TIME: 18:47:14,date,date
a340c71b8fea7502928027fd2aaf1e57.jpg,19,0.594,.INVOICE: 8502260026969,noise,noise
a340c71b8fea7502928027fd2aaf1e57.jpg,20,0.625,.REFERENCE: 502260026969,noise,noise
a340c71b8fea7502928027fd2aaf1e57.jpg,21,0.656,.AUTH CODE: 01621D,noise,noise
a340c71b8fea7502928027fd2aaf1e57.jpg,22,0.688,.AMOUNT USD$ 5.49,noise,noise
a340c71b8fea7502928027fd2aaf1e57.jpg,23,0.719,.TOTAL USD$ 5.49,noise,noise
a340c71b8fea7502928027fd2aaf1e57.jpg,24,0.75,APPROVED - THANK YOU,noise,noise
a340c71b8fea7502928027fd2aaf1e57.jpg,25,0.781,.APPLICATION LABEL: VISA CREDIT,noise,noise
a340c71b8fea7502928027fd2aaf1e57.jpg,26,0.813,.AID: A0000000031010,noise,noise
a340c71b8fea7502928027fd2aaf1e57.jpg,27,0.844,.TVR: 0000000000,noise,noise
a340c71b8fea7502928027fd2aaf1e57.jpg,28,0.875,.TSI: 0000,noise,noise
a340c71b8fea7502928027fd2aaf1e57.jpg,29,0.906,NO SIGNATURE REQUIRED,noise,noise
a340c71b8fea7502928027fd2aaf1e57.jpg,30,0.938,Returns must be made within 7 days,noise,noise
a340c71b8fea7502928027fd2aaf1e57.jpg,31,1.0,Products must be in original condition,noise,noise
a29421ce3380f5ff3503a9f0394e7ac8.jpg,0,0.0,H MART,header,header
a29421ce3380f5ff3503a9f0394e7ac8.jpg,1,0.029,"100 108th Ave NE, BELLEVUE, WA, 98004",header,header
a29421ce3380f5ff3503a9f0394e7ac8.jpg,2,0.057,425-990-8000,header,header
a29421ce3380f5ff3503a9f0394e7ac8.jpg,3,0.086,"Feb 09, 2026 17:07:30",date,date
a29421ce3380f5ff3503a9f0394e7ac8.jpg,4,0.114,Jenny(04),noise,noise
a29421ce3380f5ff3503a9f0394e7ac8.jpg,5,0.143,Qty Description U/Price Amount,noise,noise
a29421ce3380f5ff3503a9f0394e7ac8.jpg,6,0.171,1 HS RICE CAKE SLICED 500G 2.49 2.49,item,item
a29421ce3380f5ff3503a9f0394e7ac8.jpg,7,0.2,1 BGR BANANA FLV. MILK 4.48 4.48,item,item
a29421ce3380f5ff3503a9f0394e7ac8.jpg,8,0.229,# Promotion Item - Reg. $8.99/PK,noise,noise
a29421ce3380f5ff3503a9f0394e7ac8.jpg,9,0.257,1 BGR BANANA FLV. MILK 4.48 4.48,item,item
a29421ce3380f5ff3503a9f0394e7ac8.jpg,10,0.286,# Promotion Item - Reg. $8.99/PK,noise,noise
a29421ce3380f5ff3503a9f0394e7ac8.jpg,11,0.314,1 HOMERUN BALL CHOCO 1.28 1.28,item,item
a29421ce3380f5ff3503a9f0394e7ac8.jpg,12,0.343,46G,noise,noise
a29421ce3380f5ff3503a9f0394e7ac8.jpg,13,0.371,# Promotion Item - Reg. $2.49/EA,noise,noise
a29421ce3380f5ff3503a9f0394e7ac8.jpg,14,0.4,Total 4 Items,noise,noise
a29421ce3380f5ff3503a9f0394e7ac8.jpg,15,0.429,Sub Total: 12.73,metadata,noise
a29421ce3380f5ff3503a9f0394e7ac8.jpg,16,0.457,TAX1: 0.00,metadata,noise
a29421ce3380f5ff3503a9f0394e7ac8.jpg,17,0.486,Total Due: 12.73,metadata,noise
a29421ce3380f5ff3503a9f0394e7ac8.jpg,18,0.514,Visa: 12.73,noise,noise
a29421ce3380f5ff3503a9f0394e7ac8.jpg,19,0.543,Change Due: 0.00,noise,noise
a29421ce3380f5ff3503a9f0394e7ac8.jpg,20,0.571,CREDIT CARD,noise,noise
a29421ce3380f5ff3503a9f0394e7ac8.jpg,21,0.6,SALE,noise,noise
a29421ce3380f5ff3503a9f0394e7ac8.jpg,22,0.629,.VISA ************4527,noise,noise
a29421ce3380f5ff3503a9f0394e7ac8.jpg,23,0.657,.ENTRY LEGEND/MODE: CHIP READ/CONTACTLESS,noise,noise
a29421ce3380f5ff3503a9f0394e7ac8.jpg,24,0.686,.DATE: 02/09/2026 TIME: 17:07:22,date,date
a29421ce3380f5ff3503a9f0394e7ac8.jpg,25,0.714,.INVOICE: 8104260010151,noise,noise
a29421ce3380f5ff3503a9f0394e7ac8.jpg,26,0.743,.REFERENCE: 104260010151,noise,noise
a29421ce3380f5ff3503a9f0394e7ac8.jpg,27,0.771,.AUTH CODE: 01847D,noise,noise
a29421ce3380f5ff3503a9f0394e7ac8.jpg,28,0.8,.AMOUNT USD$ 12.73,noise,noise
a29421ce3380f5ff3503a9f0394e7ac8.jpg,29,0.829,.TOTAL USD$ 12.73,noise,noise
a29421ce3380f5ff3503a9f0394e7ac8.jpg,30,0.857,APPROVED - THANK YOU,noise,noise
a29421ce3380f5ff3503a9f0394e7ac8.jpg,31,0.886,.APPLICATION LABEL: VISA CREDIT,noise,noise
a29421ce3380f5ff3503a9f0394e7ac8.jpg,32,0.914,.TSI: 0000,noise,noise
a29421ce3380f5ff3503a9f0394e7ac8.jpg,33,0.943,NO SIGNATURE REQUIRED,noise,noise
a29421ce3380f5ff3503a9f0394e7ac8.jpg,34,1.0,Returns must be made within 7 days,noise,noise
b10c1c45b04de927b82009c79227deef.jpg,0,0.0,TRADER JOE'S,header,header
b10c1c45b04de927b82009c79227deef.jpg,1,0.04,"416 116th Ave, NE",header,header
b10c1c45b04de927b82009c79227deef.jpg,2,0.08,"Bellevue, WA 98004",header,header
b10c1c45b04de927b82009c79227deef.jpg,3,0.12,Store #0162 - 425-454-9799,header,header
b10c1c45b04de927b82009c79227deef.jpg,4,0.16,OPEN 9:00AM TO 9:00PM DAILY,noise,noise
b10c1c45b04de927b82009c79227deef.jpg,5,0.2,SALE TRANSACTION,noise,noise
b10c1c45b04de927b82009c79227deef.jpg,6,0.24,PASTA LINGUINE $1.98,item,item
b10c1c45b04de927b82009c79227deef.jpg,7,0.28,2 @ $0.99,qty,qty
b10c1c45b04de927b82009c79227deef.jpg,8,0.32,Items in Transaction:2,noise,noise
b10c1c45b04de927b82009c79227deef.jpg,9,0.36,Balance to pay $1.98,metadata,noise
b10c1c45b04de927b82009c79227deef.jpg,10,0.4,VISA $1.98,noise,noise
b10c1c45b04de927b82009c79227deef.jpg,11,0.44,PAYMENT CARD PURCHASE TRANSACTION,noise,noise
b10c1c45b04de927b82009c79227deef.jpg,12,0.48,CUSTOMER COPY,noise,noise
b10c1c45b04de927b82009c79227deef.jpg,13,0.52,VISA CREDIT ************4527,noise,noise
b10c1c45b04de927b82009c79227deef.jpg,14,0.56,Type: MOBILE Auth Code: 09630A,noise,noise
b10c1c45b04de927b82009c79227deef.jpg,15,0.6,MID: ******64750 TID: ****1149,noise,noise
b10c1c45b04de927b82009c79227deef.jpg,16,0.64,TOTAL PURCHASE $1.98,noise,noise
b10c1c45b04de927b82009c79227deef.jpg,17,0.68,No Cardholder Verification,noise,noise
b10c1c45b04de927b82009c79227deef.jpg,18,0.72,Please retain for your records,noise,noise
b10c1c45b04de927b82009c79227deef.jpg,19,0.76,"T, Rachel",noise,noise
b10c1c45b04de927b82009c79227deef.jpg,20,0.8,STORE TILL TRANS DATE,noise,noise
b10c1c45b04de927b82009c79227deef.jpg,21,0.84,0162 6 2992 02-28-2026 12:56,date,date
b10c1c45b04de927b82009c79227deef.jpg,22,0.88,THANK YOU FOR SHOPPING AT,noise,noise
b10c1c45b04de927b82009c79227deef.jpg,23,0.92,TRADER JOE'S,noise,noise
b10c1c45b04de927b82009c79227deef.jpg,24,1.0,www.traderjoes.com,noise,noise
